coin_name,coin_symbol,coin_price,volume_24h,percent_change_1h,percent_change_24h,percent_change_7d,time
Solana,SOL,94.9913040022668,2350114760.4728856,0.2502025,-6.88175507,12.84434499,2022-03-03T18:36:00.000Z
Solana,SOL,94.92215561102816,2348967881.46848,-0.22414318,-6.96722762,12.66485963,2022-03-03T18:37:00.000Z
Solana,SOL,94.90927889774014,2348974464.7333255,-0.31554865,-6.98963466,12.55623838,2022-03-03T18:38:00.000Z
Solana,SOL,94.88852102633639,2348237140.147955,-0.32457292,-6.96173452,12.52791443,2022-03-03T18:39:00.000Z
Solana,SOL,94.77398026193171,2346509048.998421,-0.45293651,-6.9139149,11.9499503,2022-03-03T18:41:00.000Z
Solana,SOL,94.76051269285878,2340187490.333922,-0.48605112,-6.41506889,11.08335529,2022-03-03T18:47:00.000Z
Solana,SOL,94.76503362976767,2339680151.1163507,-0.49830792,-6.41774419,11.01305713,2022-03-03T18:48:00.000Z
Solana,SOL,95.19845268932382,2318399890.3070426,-0.03316824,-5.21767665,9.13675202,2022-03-03T19:25:00.000Z
Solana,SOL,95.38229657425883,2309351319.0237174,0.38005953,-4.84917917,8.77182776,2022-03-03T19:33:00.000Z
Solana,SOL,95.29739706184853,2307237536.780968,0.31494103,-4.79405098,8.09781322,2022-03-03T19:34:00.000Z
Solana,SOL,95.29739706184853,2307237536.780968,0.31494103,-4.79405098,8.09781322,2022-03-03T19:34:00.000Z
Solana,SOL,95.2690388913698,2305036030.8983297,0.4010157,-5.12122623,7.29128498,2022-03-03T19:39:00.000Z
Solana,SOL,95.10501552523131,2296758022.2310367,0.33063657,-5.61624313,6.51227533,2022-03-03T19:45:00.000Z
Solana,SOL,95.01776146909525,2290384219.312151,0.25686675,-5.84185583,6.1486345,2022-03-03T19:46:00.000Z
Solana,SOL,94.88347000547436,2287255141.8148284,0.10909289,-5.95487932,6.37725349,2022-03-03T19:49:00.000Z
Solana,SOL,94.87444459010733,2287011959.6170306,0.04760532,-5.92954752,6.25452742,2022-03-03T19:50:00.000Z
Solana,SOL,94.75479290726858,2284734861.746431,-0.28672209,-6.1644187,5.91375323,2022-03-03T19:52:00.000Z
Solana,SOL,94.88512058017058,2286514090.859874,-0.18825433,-6.1722659,5.84205652,2022-03-03T19:56:00.000Z
Solana,SOL,94.93150224007081,2285908034.424088,-0.05843426,-6.0379894,5.35833909,2022-03-03T19:58:00.000Z
Solana,SOL,94.8997166515877,2282709688.0486317,-0.07633393,-6.03279255,4.62387964,2022-03-03T20:01:00.000Z
Solana,SOL,81.72865054634276,1437730879.4274228,0.53325967,2.15985267,-0.95332765,2022-03-15T17:18:00.000Z
Solana,SOL,81.81746568323479,1441941290.8571937,-0.16914353,2.43539502,-2.02106918,2022-03-15T17:26:00.000Z
Solana,SOL,82.67052937097674,1443420342.8520935,0.95553259,4.33085289,-1.48025966,2022-03-15T18:06:00.000Z
Solana,SOL,82.86634306568133,1457634487.927034,1.36342519,4.73472599,-2.21286946,2022-03-15T18:23:00.000Z
